top_comment_id,top_comment_health,top_comment_frame,article_topic,mean_thread_health
e800473e7e52487bab830983ad398917,1,Economic,education,0.5
cfc5910de4cf4bc797c696d0cff3d4be,1,Cultural,education,1.0
48730c46acb74927b543cb3f5fd9fbba,1,Other,education,0.6666666666666666
e8a5f3462b2a4fb2a1cfba76070a1cec,1,Other,education,1.0
6ff85139f3ad4dffbea16b05466c5d42,1,Economic,education,1.0
24db2188c3a7487b82e5470f06dfa6a9,1,Other,education,0.6666666666666666
dfb43f5f8bf64b75bbb1412c551224f7,1,Economic,education,1.0
4602a00aab084239853c5ad79e86ba7d,1,Other,education,0.5
f2ca875cfab643a9a18b71368c650de5,0,Other,education,1.0
c74b7173d83d490ea15c142226c28d96,1,Other,education,1.0
f228c132e6914cb18350627a8c56e331,0,Other,education,0.6666666666666666
b2c9d7034b7d4ee89a509bb605da1c86,1,Political,education,1.0
aa951f5512f5405b913eafaa9d8b1a87,0,Political,education,0.8
246be2ce8e6e44008534079d3186e3a1,1,Economic,education,1.0
7a71892c40e541a39bd266cd9c47599d,1,Other,education,0.8571428571428571
0726923dddac42bb8dfad547e206f3be,1,Political,education,0.8
b7ff762bc24647a2a544f6c8d1bbf4e6,1,Cultural,education,1.0
93af112befc543bab8ca398fcf091925,0,Political,education,0.8888888888888888
3a399a49835f4f86b45f2d205a6908e4,1,Other,education,1.0
0ea756b6b066479aaca02709a1414262,1,Political,gun control,0.0
cc576eece5784ad7b499aa013faf3147,1,Security,gun control,0.6666666666666666
2bcc04d1ccb84c17889373994385d04b,1,Health,gun control,0.5
8935e18af11a4910ad7511d093ce08ee,1,Legality,gun control,1.0
0d7801981dd443d38d9634331d99ff87,1,Cultural,gun control,0.5
b178f801f0e14f59bece19383dccda90,1,Cultural,gun control,0.9090909090909092
33ddfe15e06c4249a700cdd42e937182,1,Political,gun control,0.6666666666666666
082d6319d44f40628601a0e5f0f3c060,1,Political,gun control,1.0
bddef74259044b43b29a51d881646d31,1,Health,gun control,1.0
d5018f3069d24a388cd17d87de91cbf5,0,Political,gun control,0.5714285714285714
67ce7478acb1480a8dea37a0da03a9dd,1,Legality,gun control,1.0
dbcf07cf947f412d8a4be10e35ad00d0,0,Political,gun control,0.5
0bf7859041f6490886785f74a3eae9cf,1,Health,gun control,1.0
388764209d3f43f6a14562d7e6d8892d,1,Morality,gun control,1.0
3af05cad5b3f4fde8547d400bac07cc7,0,Legality,gun control,0.6666666666666666
cbab9ce7bffd4fa2854dfe69041fa8fe,0,Political,gun control,0.6666666666666666
cb9573e227dc4589a0eedcb2689b787a,1,Political,gun control,1.0
73d09b38316c44bfb60ace8277b69dbb,1,Morality,gun control,1.0
bd98cf708f9445ba96cab9f118a0546c,1,Legality,gun control,1.0
4a267f3aa53842b8b16db5c307f771c2,1,Security,gun control,0.8181818181818182
ece8d3bb379a4d898d78aa8f5d609343,1,Political,education,1.0
3dce215abd474742a997221abbfa76b2,1,Other,education,0.5
491b182bc0fe4377b3b24746048d9b0c,1,Political,education,1.0
a39db3c43bdc438f954d439141786a6f,1,Political,education,1.0
405ce255c51845aebb3a67d246152f00,1,Political,gun control,1.0
0f3cacaef2734562a221cae7fb647e16,0,Morality,gun control,0.0
74e044eb5f3141f393b827ad71e5b503,1,Legality,gun control,0.75
9a295827e1f743bab0d2211ed122c406,0,Legality,gun control,0.6666666666666666
68fb3bc087074f339ab25963ee2dc5e2,1,Legality,gun control,0.0
d90f978a9dfa4ec89282545da0d4cfae,0,Morality,gun control,0.0
fcc148e889c4480a88fa756a5992e16e,0,Morality,gun control,0.6666666666666666
44c9a92859a642658b76c10187fc0659,0,Political,gun control,0.8
0d15752bec954d2e994d23da6861f269,1,Other,israel,0.0
aa5ecf4f3b0a4ef4b36639cfb833d332,0,Morality,israel,1.0
37ea2e8cef0546638e830092ffd37928,1,Political,israel,0.0
3a48bfac352f47b8a50a3b1a92d27555,0,Morality,israel,1.0
ab3bd7b761344757b03dcd592d4936f7,1,Other,israel,1.0
f3da707e8eb6470eafd90cfc0bfc53de,1,Morality,israel,0.5
4d7aa9ad1ba3491db2574c15b9dc9de0,1,Cultural,israel,0.6666666666666666
cd5d8661ac64431f95d7ff34d35b381a,0,Morality,israel,0.2857142857142857
e395854f741842eba8ad3ed19f1edd49,1,Opinion,israel,1.0
08de1063256b4285bb00e42b7ec56048,0,Morality,israel,0.5
b2effc827148440ba65ecf050bfe74ac,1,Other,israel,1.0
587d657f1adc44909952841573de0216,1,Other,climate change,1.0
03c04fba37b04c3eb03fbe4574b4dddf,0,Other,climate change,0.0
cd7d59af891548c5a326b8fca7771315,0,Other,climate change,1.0
53b5ea23a2d8467c8870d41aae54e357,1,Other,climate change,1.0
37d57a140ccc4ecf93c8f13967e644d8,1,Other,climate change,1.0
0f46830ebba143cc9f200ffb6e9805a1,1,Other,climate change,1.0
d6e15c222a524d559ab29c4c23b64713,1,Other,climate change,0.5
b2b3cf36564841eeae2c09599df16d93,1,Opinion,climate change,0.8
c40b9b572f654b35b0c5fd09b9b9995e,1,Other,climate change,1.0
e08abc08cc0a46718e217a94d7134ceb,1,Other,climate change,1.0
1af620b7ba124b9d9209b1c42871c8bb,1,Other,climate change,1.0
433f65cec2e547fba038e85a29bbe85a,1,Other,climate change,1.0
26e3c8e31a064fea84ce081abb0d5537,1,Other,climate change,1.0
d740884f932d401a862eaaaae93f84ec,1,Political,climate change,0.3333333333333333
e6b4c2aead9543aba003545b0b2290cf,1,Other,climate change,0.6666666666666666
25655432d41f44dda42a18790917fab4,1,Other,climate change,1.0
3847e5725e4c4796bd6d06601b330830,1,Other,climate change,1.0
5d9a2dae4fdd4753bff6e6d435ec321b,1,Other,climate change,1.0
f5c153442cfc4a6da5c386cd6f2a099e,1,Other,climate change,1.0
82067d8434c043fe87d390171ff04458,1,Other,climate change,1.0
fa12f75db067485b892c9cb7a640c6c4,1,Other,climate change,1.0
f77398a5b5bf405c8ba92728aa6f3a92,1,Economic,climate change,1.0
1f3d7381d25f4a6fbc75ed8d0d1bdcc9,1,Other,climate change,1.0
26edd77ee13b4568b165fcc3bfab0a0d,0,Other,climate change,0.5
d6305f3dce7748d6829ff7b6b8595689,1,Other,climate change,1.0
c21cd98c9d384452a7475f09c776765b,1,Other,climate change,1.0
7166f61b54304c05a0edf5818ca33313,1,Other,climate change,1.0
9ff5bad0d2364841a49871a555cad726,1,Other,climate change,0.0
c02009eab73e4c33b6dc1654b302cd01,1,Other,climate change,0.0
17d393f66bd349beb8f0ba1989a8af88,1,Economic,climate change,0.0
cae6b22cb3ae471e926208e9e9e3ec38,1,Other,climate change,0.5
f5a8966da34348a18cea869c7277726e,1,Political,climate change,0.5
21735fa4e72f41f182816c9c7f1972f6,1,Other,climate change,1.0
ef9c08f7966c401fa1aaf6717c4eb17b,1,Other,climate change,0.6
42482ea0357947b6a08b65f3b568ec24,1,Cultural,climate change,0.5
d56060fd373049f5b76130f691789192,1,Other,climate change,1.0
a098861e14374460bae0282578783052,1,Other,climate change,0.75
9d0afa5225cf4464863bc6b2979e09f2,1,Other,climate change,1.0
21443a758cef40f1a708c8264e301938,1,Other,climate change,1.0
f75af20707ad4500935d1b032a230b8d,1,Other,climate change,0.5
b62505c90fc8494e824c175a7bfe97d4,1,Other,climate change,0.5
34c6576ff0e1437088e7463d4f022ef3,1,Other,climate change,1.0
c6e96f0b44e14c558637acaf68b232b1,1,Other,climate change,1.0
f143aa8c8d4f41c6819a345b9425737d,1,Other,climate change,0.6666666666666666
a2baa1d46d76475aa9222323a4ee7b51,1,Economic,climate change,0.0
6e9a01acebc74f60979b5283c329dfac,1,Other,climate change,1.0
5de5b71c4c994a0ea03a774af041b763,0,Other,climate change,1.0
c203406f382244378e4730fa7c056cb3,1,Other,climate change,1.0
3da1552e80344d6fb9dd986946ac28a2,0,Morality,climate change,1.0
cefc6bcd75704d9e9174b6ef7e260b63,1,Health,climate change,1.0
1f804543d866493c915f2c374898eac6,1,Other,climate change,0.0
a402e9f3628a4e1589ef10dccbc4cc55,1,Other,climate change,0.6
73c4f07b022247b88ec68b919505e8d7,1,Other,climate change,0.3333333333333333
e04a41c0fe7b43d7a2757997f30e5f20,1,Other,climate change,0.75
7592f126843f4dc780a569e628fd4e49,1,Cultural,climate change,1.0
37da044bbbca4a63bb97689e8921245c,1,Other,climate change,1.0
9391fe51fe934516ab1253e50aa2dc78,1,Other,climate change,1.0
8d634405afc141aaaaa83761f8bba332,1,Other,climate change,1.0
4b9330f9f38c497db2ef336281057293,0,Other,climate change,0.0
54db649783e94ccf93aeedd43fb53590,0,Opinion,climate change,0.3333333333333333
e087aa71f66a4fa494908075250e3ae6,0,Political,climate change,0.5
a4b72b8be3a24482a574e6386e2837ef,0,Other,climate change,1.0
a22126f02f374b2186bafad9d90def46,1,Other,climate change,1.0
4d7506bae16b4e0cbb3b62f6b4ad45ba,1,Economic,climate change,0.3333333333333333
323d2952156d4f708bdbbaaee413c79b,0,Other,climate change,0.3333333333333333
4d450e9ac57d43df9d7da627a20e1f10,1,Other,climate change,1.0
1c034de03a444c409bdc6bac32560a79,1,Other,climate change,1.0
527e226d440347b5adc7269e5df0d0c2,0,Other,climate change,0.0
5b0ea63b532c42e9b96c4faa798eab5b,1,Other,climate change,1.0
5000a8e39d814848a43d92bf29b6f7db,1,Other,climate change,1.0
35386beafabe4dbc8f9cc67a8d837f7b,1,Other,climate change,0.5
0b2737e22a654a449dea64e72dbceec3,1,Other,climate change,0.5
a27afa06ff1a4bd0ae68c085cee90fb0,0,Other,climate change,0.5714285714285714
918ff38ba63543998c398e08bd7ec747,1,Other,climate change,0.0
1703010e43104452895d5e9da36b0f09,1,Other,climate change,0.0
e24530ac29f44fb08fa2f1c4d0b3c348,1,Other,climate change,0.6666666666666666
c3a4e955c7f84e028a1456570509eaf5,1,Other,climate change,0.0
7e81156582cb4af998d03ecc8e949888,1,Other,climate change,1.0
8b84c4caa1134000aa9af97024811578,0,Other,climate change,0.5
1e1ec07f92a54cccb85efb947183acf3,1,Other,climate change,0.6666666666666666
a126d2ebd56d48169e90aec4d68e989a,0,Other,climate change,1.0
9429038357d4438892c3b33786f76840,1,Economic,climate change,0.8571428571428571
c78ab566c37a42238492b1a9eb856104,0,Other,climate change,0.4285714285714285
aa5c5c1b79c3475890f9dc3629047b61,1,Political,climate change,0.5
d08510bea43d46aa90cf48e771626f43,1,Other,climate change,0.0
c10d8c8d8ca24314b3a0c5936237abee,1,Other,climate change,0.8461538461538461
5b71f8a7b7ed41eba106288c279f7b83,1,Other,climate change,0.6666666666666666
3b92ec46344844109f621c25e36304d1,0,Other,climate change,0.4285714285714285
bac07bd715564d7cbd1896c43a4b95e2,1,Cultural,immigration,1.0
27d8ecc0f6344892997ee2d3c5a00574,1,Cultural,immigration,0.25
21dc0d560a5f4d169e2c04b284853d17,0,Cultural,immigration,1.0
0a76d75a612740dbb729bea99f766589,1,Cultural,immigration,0.5
428279db9c2942b99d5098c311f6ba24,1,Cultural,immigration,1.0
c221758689c34ec095ddd9b5b375c5d2,1,Cultural,immigration,1.0
c5dedc210e164bf8b642a7acee709ffd,1,Cultural,immigration,1.0
b12c53ba86554649805c8a1d3d7ff6b5,1,Cultural,immigration,0.5
2dc17bc738b34d6b90d4257185023171,1,Cultural,immigration,1.0
a1fc1d093df344e5bc5ce9f6c7306226,1,Cultural,immigration,0.5
f930dd5339494617bfbdcd9dc522cb6a,0,Cultural,immigration,0.0
1cf695f574e14166b7820ba56f6c8e1a,1,Cultural,immigration,0.5
500e9c0a097140f7ad70d7d5d3ff5046,1,Economic,immigration,0.6666666666666666
bd607547ad0a4fdab4b4ab6ef37d4109,1,Fairness,immigration,0.3333333333333333
e58354da64dc40c5a0ea2223482413ba,1,Other,immigration,1.0
4dfbf98b57764d03b602875471ebf96b,1,Morality,immigration,0.5
60d95ff6ecdf4d8983e6a1366a2c961f,1,Cultural,immigration,1.0
524a2e4f110a4d3ea4ea4818c862af5b,1,Cultural,immigration,1.0
6f541de5c2674241a13e5d221e2aee2f,1,Cultural,immigration,1.0
28aebe1fba794ab0a64ca522cfc9437d,1,Cultural,immigration,1.0
c0976519280c4800be84ca6795d4649b,1,Cultural,immigration,0.75
65a2d4bc365c44b28bbf390871c7b15a,1,Opinion,immigration,1.0
f341347f9ecf4f6db93fc24078c9deda,1,Cultural,immigration,1.0
53f544d3a3134c9ebbe2b9c3ed23eba3,1,Other,immigration,0.0
d729727548804f729dc40e6a3f6d9edd,1,Cultural,immigration,1.0
dadf0b0662f24ffbb3d012e3f524c5bc,1,Cultural,immigration,1.0
847e1bb0add34a30a2ffe17840f86471,1,Cultural,immigration,1.0
88111f4b36174033bb49da256931c6ca,1,Cultural,immigration,1.0
ffcfed94c2d4460587824d6ebbd238c5,1,Political,immigration,0.6666666666666666
a77bc3d779824fada17f9695ffc7169f,1,Other,immigration,0.6666666666666666
573cd797efb247d19950fae07b496fd5,1,Cultural,immigration,1.0
1379d256be4748138e1c7b00a4be4c5d,1,Cultural,immigration,0.6666666666666666
7e7064fb3fed448aaa7d068b97e33a08,0,Other,immigration,1.0
96797fb149ad4356b988653c463d14bc,1,Cultural,immigration,1.0
5a9d1afeeaaa44c9b6b8ff8bfbe00589,1,Cultural,immigration,0.5
73dabf876c4f40bfa2bb70013be80ac9,1,Political,immigration,1.0
d6e21af163a14ddebae5bfb6330c7524,1,Cultural,immigration,1.0
70cae372da5242be94da4a41623f746a,1,Cultural,immigration,0.8
9af7e0a172b74366b3b3602c2567e170,1,Cultural,immigration,0.6666666666666666
ec0e2439432e444d805eb3a0e812db78,1,Cultural,immigration,1.0
f5cdbf455b1f4d23889386a0f9adcdab,1,Cultural,immigration,0.5
87ca3166b36c4846abfc949feca17b76,1,Cultural,immigration,1.0
1fbbed255f4f4f20986096f059a34bd3,0,Other,immigration,0.8333333333333334
60a3a5d37ecc461a9e4fed83a459db10,1,Cultural,immigration,0.8181818181818182
6e18c6bab7a0491e8dfce955daddf5fb,1,Other,climate change,1.0
ef67bd883bac4aee8af87e12d3b2e8d5,1,Health,climate change,1.0
bb64134827e44fcf8fd4f9524d09ddc4,1,Other,climate change,1.0
65827157a41c4aebb343e3182f3c1873,1,Other,climate change,1.0
7ad36ac791394561839196872bdabccf,1,Other,climate change,1.0
982eb6c0d0014e22a59531665cb006d7,1,Economic,climate change,1.0
e37f07e11bd548e88c3b5d81c755360e,0,Other,climate change,1.0
4eff1a55910e403cbca0762e7f5f49da,0,Other,climate change,0.6666666666666666
0b2370cf409a4fa39a1f47f58b2feb71,1,Economic,climate change,1.0
eddceb2b55294edf8a5ca61447514242,1,Other,climate change,0.75
e2b58d26dcab418aa98fde880e4b2be7,1,Other,climate change,0.75
f866c68b127b4eb6b17110ae67b80c08,1,Economic,climate change,1.0
51f4fb118b904e5284bd645b35fcdd1c,0,Other,climate change,1.0
406f6b7e5d5f4ae28ab6a77ad1e024fd,0,Morality,gun control,1.0
e72dc5afa88b4cf0a49da9ec29d17ff3,1,Political,climate change,1.0
3092156ce32e46548e73f8301dd2f80c,1,Other,climate change,0.0
07af038ff2c94505918850c1db6e1bd7,1,Other,climate change,1.0
049f9110e5b84e0796eaa0b713d6f409,1,Other,climate change,0.3333333333333333
b5b86a8109c24702befdfe05c1f0d983,1,Other,climate change,0.0
6407e2a3a6f048c6872f5c4e55387072,1,Political,climate change,1.0
a7923e7d9d7c4d53924eb5055681d1af,1,Other,climate change,0.0
9784908b2a3241dd9c90a8355284065c,1,Health,climate change,1.0
85474df41e194664b88dbbe18ff4c015,1,Other,climate change,1.0
1cdae5a61eef457bb1eeab00ab299a0c,0,Economic,climate change,0.75
96278bd00fb24874b75d6490159dbf10,1,Economic,climate change,0.75
3bbad53b692742a8818d1876a8658479,1,Economic,climate change,0.5
04fb184c16f14896aa8f72c9f632f130,1,Other,climate change,0.5
c1ca845c498e4d168b187aad9bf63375,0,Political,climate change,1.0
f3609eb1a3ee478dacd195e7bcab07a5,1,Legality,climate change,0.6666666666666666
192ca738402b46838b0c0c228658f126,1,Other,climate change,0.0
8eada5f1a4b34a748c37e987050da466,1,Other,climate change,1.0
f067ea85e301412b933e8a1d55a2618d,1,Economic,climate change,1.0
9e3414d26ab84bd2b80e78ef0ac5aefd,1,Other,climate change,0.0
c93f71441eb6400cae74bbaaa43351bd,1,Political,climate change,1.0
046f569c327547019a0d733af7ec82f6,0,Political,climate change,1.0
0a0f8260a7104dc6aa253b9724984e89,1,Economic,climate change,0.5
0c8e4db7aa1a4468b1c60f5b30656437,1,Political,climate change,1.0
ab5c660f74564b3eb212508c6c81bd4c,1,Other,climate change,1.0
df82a249d06b44a096d92b83bd5c979a,1,Political,climate change,0.0
aa1dcf403a26408e9507fba30b1de068,1,Political,climate change,0.5
637a60315b2a4f20b0d5dc3b75683d4d,1,Economic,climate change,1.0
60aaec6266c14cf68fefd9818506118c,1,Other,climate change,0.5
0ce62f133acf449b8b522ce17a7e3b2b,0,Fairness,climate change,1.0
fb7ecc37ed294011bd730b5397fee5d0,1,Political,climate change,1.0
ab3c699dc1144342a5e6981df1601880,1,Political,climate change,1.0
e71f33f894f04f86ba79cc50b1b817d7,1,Political,climate change,1.0
2d5ecafec115417cb1611e332c1f7854,0,Other,climate change,1.0
7d290c9cc5ea4c3ab45ca048a4f28be2,1,Political,climate change,0.5
31dda6dc7eea45248dff9289f38a3115,1,Other,climate change,0.6666666666666666
26954a2e93274aca99e8a9253cb1c2a4,1,Other,climate change,0.3333333333333333
0aa53544dd2046aa89ecd8532592f1b3,1,Other,climate change,1.0
97c9f3f5692140cbbbe5e40eb1604f57,1,Other,climate change,0.2
3d6e46042ce742c386faa84eba69348f,1,Other,climate change,0.5
fec3cf8cf12141de959032f1ccc06e54,1,Economic,climate change,1.0
e4f8276d4507463baf2440d8dcd59f85,1,Economic,climate change,1.0
a9de3d92c3b54bc29efb9c762d99e78e,1,Political,climate change,1.0
bc424f53436d4fd7a6c38b6c784726c5,1,Other,climate change,1.0
49d20f94d9e04578b4dce81694eb7fd1,0,Political,climate change,1.0
63c8d51b65644e21ad6da3ee53213ec9,0,Other,climate change,0.5
67d4e75910314d869b857566acb18a36,1,Health,climate change,1.0
15e2ffb66d7245919dad9e1b7de27237,1,Economic,climate change,0.5
51c5d4894269446094514156413af703,1,Other,climate change,0.7142857142857143
1996f0550fcf423291492e44986db9a2,1,Other,climate change,1.0
9ae3bf68f16d4ad9933055a381c103a8,1,Other,climate change,0.4
3318de1cf3c74d6698a9235861a384b1,1,Other,climate change,1.0
40f5334faed64c2b82daf42bf60c04fd,0,Other,climate change,0.6666666666666666
157a9480fafe44869dd0fe5f21213fe9,1,Other,climate change,1.0
24860ea4dca34741ae8e53fd7dfa1e94,1,Economic,climate change,1.0
1235ede23d114d8e800384c694b6aa37,0,Other,climate change,0.75
145f8eb3323a405c9b9e77c63b88bd1e,1,Economic,climate change,0.625
5611afc4bbc64e5187082db79eccaca1,1,Political,climate change,0.9166666666666666
36fdfc10f3ff4a97bca142ab615bbcd2,1,Political,climate change,1.0
333d1c61100c45448e368f6ebdcf8008,1,Economic,climate change,1.0
28e798f9853f4fc6a4674f70df5e1dd7,1,Other,climate change,1.0
895e4157b61c4a96bfcdcb1fc4e7db80,1,Legality,climate change,0.8
59cee309625842489967836edea668ef,1,Political,climate change,0.6666666666666666
874558059b33433c91983cc11f6d955d,1,Other,climate change,0.75
bde12ca3d13d4f2bb98be18002cf2b7d,0,Economic,climate change,1.0
407c67ac199c43a79d4f1cc1dca47392,1,Other,climate change,0.6666666666666666
79f908d93f2b43e886aa559d85834ffc,1,Economic,climate change,0.6666666666666666
cbcca8954eae4765a935e1980e21b943,1,Economic,climate change,0.9375
f962205a1288412fb7ae03b4e79cbdfd,1,Economic,climate change,0.75
51fed21f43c648b4b2b4ad2801cdf6d5,0,Economic,climate change,1.0
f0395360a93e4e9b8407ddfc5ba4926e,1,Other,climate change,1.0
66b8740e07474a4fab08b9c246fd8ce5,1,Economic,climate change,0.5454545454545454
5bf2464667544f71be871f0effb94e92,1,Other,healthcare,1.0
e7bc36835933444fb692f92148cc6d8e,0,Health,healthcare,1.0
947c72725d964511b91608e903a41efc,1,Health,healthcare,0.5
32ca1b4f71fc4d70948fbaf569560c63,1,Health,healthcare,1.0
5ca65e496796461788265678a336b88a,1,Economic,healthcare,1.0
f9487e3118f14ca6a57d9cedbd455e6b,0,Political,healthcare,1.0
4186dd2df49f4ba3ae54473830e1261a,1,Economic,healthcare,1.0
1d58333498d943eda8323f2d6a32f988,1,Political,healthcare,1.0
113e4c9f6cb443cfaaa8737c16ad1240,0,Cultural,healthcare,1.0
e6f2c409fae746b5856792175f8a0dbf,0,Other,healthcare,0.6666666666666666
e162eb02ae9e4288be0196f4793a87f0,1,Political,healthcare,0.5
e941d086987b438cb2a1f30991258a59,1,Other,healthcare,1.0
711301da952b4b09980310600df64cb6,0,Other,healthcare,1.0
4539adbf38cb4eab984cc5c210837f7e,1,Other,healthcare,1.0
38fefc2c91924d729f2b0764140e33ad,1,Health,healthcare,1.0
0908a68af5c34905a890e790ab8195c2,1,Economic,healthcare,1.0
71877e05164c43a69410b3ef04d8bce7,1,Health,healthcare,1.0
8a2caae9ef33418f8635cc1f5fd7aa83,1,Economic,healthcare,0.9090909090909092
d6132b541cbe4eef95d1039fa0e568cb,1,Economic,healthcare,1.0
5d429ff4ec844f5ab7facf05c347173a,1,Health,healthcare,1.0
a88e5affbfea4875beaa162b9893aa58,1,Economic,healthcare,1.0
7de21b1d51bc4f09a29fd32dfbd05d7b,1,Economic,healthcare,0.8571428571428571
cf8dfbc70973422b93590ead7da0cf2c,0,Economic,climate change,0.6
ddd9b91eedc34b64810cd95652177be3,1,Economic,climate change,1.0
7b6460f6bd3a4efe81a7090a92272867,1,Other,climate change,1.0
76be2b1b782b438f9e377eedac037bef,0,Other,climate change,0.6
ce81f9802e6b4be3a1600c1606569310,1,Cultural,climate change,1.0
5575b36b686547eb8bf4b394cae905fe,1,Economic,climate change,1.0
1b4e292f71114c5f9b585542acadea75,1,Political,climate change,1.0
fb695ce517314b52bb8213f6f933a0b1,1,Economic,climate change,1.0
f7abd9c016094eb0a1364b760654871e,0,Economic,climate change,0.0
9859831add9b4f82af7b3b111d2107ee,1,Other,climate change,1.0
74d6591b0f0146babf039eb6615c240d,1,Political,climate change,1.0
c6dafee900364557b9526fffd7bafc03,1,Other,climate change,1.0
