article_id,comment_id,topic,article_frame,comment_frame,healthy,never_in_article,diff_from_primary
10099582.0,84f273e800384ed582a9503b15cb3e20,climate change,6,6,1,False,False
10099582.0,873076bc0b92469e89ead76bafcd59e7,climate change,6,6,1,False,False
10099582.0,8a33397475b64a41b3bfbf508ff994ef,climate change,6,6,0,False,False
10099582.0,9c19d92855a6477fad3349d3624f0a50,climate change,6,6,1,False,False
10099582.0,9cbaf38462c947fe93a4f8179c713618,climate change,6,1,1,False,True
10099582.0,aaacd421905c4b0ba9a13e699e037d0b,climate change,6,15,0,False,True
10099582.0,b79281f49aa0406195df8661d56d80cf,climate change,6,15,1,False,True
10099582.0,c557b58fdfd74db0ae6783196d4ae441,climate change,6,6,1,False,False
10099582.0,c925dd103adb43aa8ac91f6276a9124f,climate change,6,15,1,False,True
10099582.0,cbea88901dc44e67954cc076927c5fe2,climate change,6,15,1,False,True
10099582.0,ce87c2a2e2fc4d1a945ca39e21d7a3ce,climate change,6,6,1,False,False
10099582.0,cf252c9ba30542e1acd2c9cbe2f3298b,climate change,6,15,1,False,True
10099582.0,d16c39c377c447a5b6f96973d6fc8e67,climate change,6,15,1,False,True
10099582.0,d662f23adcfd4e8cb9229c03708721f4,climate change,6,15,1,False,True
10099582.0,d9c6b839633c4a14b68ccd5b6352d03d,climate change,6,6,1,False,False
10099582.0,dfcb1415093a4e2cad6540c4d5985449,climate change,6,15,1,False,True
10099582.0,e82ce7f21e594a038a7707d19789b0c3,climate change,6,6,1,False,False
10099582.0,f560ee1d29184bef9cdead4104234bd8,climate change,6,6,1,False,False
10157546.0,0e93722650f544a691661795321c8672,israel,6,15,0,False,True
10157546.0,1020e76ae96a409db1b4e66617e72fba,israel,6,15,1,False,True
10157546.0,1191de66c6cc49fe972bb03620eb4c76,israel,6,15,1,False,True
10157546.0,356f34f29f1d44e59cec35f08d69761f,israel,6,6,1,False,False
10157546.0,46894bf425234eba98962822579ef123,israel,6,3,1,True,True
10157546.0,4f5fe0e501c34b63af3c61e19c94505d,israel,6,4,0,True,True
10157546.0,5037c7f04cee466491cdaed3a11fd585,israel,6,6,1,False,False
10157546.0,536c3ec85e92497caaff13dcb24e3a70,israel,6,6,1,False,False
10157546.0,65f965883b574198b97fa5a37c5511bd,israel,6,15,0,False,True
10157546.0,6650b56fff004c7888b28ec62f29af2e,israel,6,6,1,False,False
10157546.0,6eb01015e3224529a4b4d392ef2342ae,israel,6,4,1,True,True
10157546.0,70c5e26a780b4604b2edf51ad425fd20,israel,6,6,1,False,False
10157546.0,73d8b6d0a275405281fd9f537b963216,israel,6,15,1,False,True
10157546.0,79bea7b98e8d4faf8deaeb60d935479f,israel,6,15,0,False,True
10157546.0,7de79f52b53a43d99c0c76cb5abc3b76,israel,6,6,0,False,False
10157546.0,8908c1c0ae914969ae6063a8c9b5537e,israel,6,15,0,False,True
10157546.0,93ffa62eba00490d971307ab4124706b,israel,6,4,1,True,True
10157546.0,b702beb36f434e0295ab1dc3c8161501,israel,6,3,1,True,True
10157546.0,da64a8eb107a4f29ac1ab576114fd0db,israel,6,6,1,False,False
10157546.0,e45899eb3a0343f5932f76904cb1ba4f,israel,6,6,1,False,False
10157546.0,e517b1d22c1c4e0f93d75fb576f9e7d3,israel,6,15,1,False,True
10157546.0,ece144f8dc644f0eae14f191df270ecb,israel,6,6,1,False,False
10193881.0,1298618536fd450491d9561f527e8a46,gay rights,6,4,1,False,True
10193881.0,348e6a4c05c34966983eae1206cf3317,gay rights,6,15,1,False,True
10193881.0,35f2450562f14b1b94dbf952ca6e16b7,gay rights,6,11,1,False,True
10193881.0,3a236cf15dea4b31a6db4cec7e764aff,gay rights,6,11,0,False,True
10193881.0,3c1c0eb88d73472a8a9c38bda0692dd7,gay rights,6,3,0,False,True
10193881.0,44d29e914c6042499d03cc1f845ca9ca,gay rights,6,11,0,False,True
10193881.0,4550e67c1a614020943956122c8b6d60,gay rights,6,15,1,False,True
10193881.0,4beae18f3df84d52adbcf56d383294af,gay rights,6,5,1,False,True
10193881.0,4e1ae207f5e74eea8f9f407eb4a61cdc,gay rights,6,12,1,False,True
10193881.0,543a6b6ddc264e9ebdfb06a2fb15876e,gay rights,6,15,0,False,True
10193881.0,584f4d27c72141148dc4ea5bd603440d,gay rights,6,11,1,False,True
10193881.0,5a2402fe4ae04ec491a3a41c3704868a,gay rights,6,3,1,False,True
10193881.0,6fc1bb725a544091b6e8bd6ee8fc9822,gay rights,6,5,1,False,True
10193881.0,7c4279605e664a3287999d9c6acd2003,gay rights,6,6,1,False,False
10193881.0,80a62f30dd544b4ab45ffcf26e1ca9de,gay rights,6,11,0,False,True
10193881.0,835479ce00594b9d99f7e7831ad85017,gay rights,6,11,1,False,True
10193881.0,847aef36dfe9432c90c727ba0349af1d,gay rights,6,15,0,False,True
10193881.0,8a5990ca0786449e8950026fab7266f4,gay rights,6,6,1,False,False
10193881.0,8c5eed3b47964981b728956bb02c0238,gay rights,6,12,1,False,True
10193881.0,8c9682088ed04304b1f9c44abb0aa632,gay rights,6,6,1,False,False
10193881.0,8f86499b4b534ea99abc4861924364d0,gay rights,6,5,1,False,True
10193881.0,902129dad11247bcaac0c0f0674fa244,gay rights,6,15,1,False,True
10193881.0,988855235ac04e80b2430f8b9911c8c7,gay rights,6,6,1,False,False
10193881.0,9bee32555b4b46a88227d0feec666263,gay rights,6,5,1,False,True
10193881.0,a9c27df76f3940f28f4666d2f15f6190,gay rights,6,15,1,False,True
10193881.0,b0ba6b7fb0de4ed7946a1cc4d65a188f,gay rights,6,12,1,False,True
10193881.0,b979fd7d12d048f89fd73c5f671ecd84,gay rights,6,15,1,False,True
10193881.0,be556649531b49e4bec9658e71192386,gay rights,6,15,1,False,True
10193881.0,c39f748dd0e1446cba2dc26835889dc0,gay rights,6,3,1,False,True
10193881.0,c4d96d7b5063416697b9ac2af5717851,gay rights,6,6,1,False,False
10193881.0,c8fbda771c37414980c57ba2dc91c81c,gay rights,6,5,1,False,True
10193881.0,d3a63eeddfb74b7e8af0af4c2e76ad01,gay rights,6,15,1,False,True
10193881.0,d4b412d315b14b2d8dbe3e47faf6b0f4,gay rights,6,11,1,False,True
10193881.0,e70ec879c7b84b83ae1605bcd1b89d33,gay rights,6,12,0,False,True
10316862.0,4862a10604b740b8a1c70e1ffd48ca28,israel,6,6,1,False,False
10316862.0,6579255d2a274b7eb50212a4acee78f8,israel,6,15,1,False,True
10316862.0,7745b81c7c2c42f884af637996933cd4,israel,6,15,1,False,True
10316862.0,8cddf6eb71294b25b2f599caaad25112,israel,6,6,1,False,False
10316862.0,a2e64cbeb7764c7dbb4f990ad9c142a6,israel,6,15,0,False,True
10316862.0,a9bc96827b694c1a8ef5ee94614ed3f0,israel,6,6,1,False,False
10316862.0,c8a2f982d4f441ddb1478cc7ef3f3334,israel,6,6,1,False,False
10316862.0,cdcd63aed2b3409e8b56ee6963bce900,israel,6,15,1,False,True
10316862.0,ce8020282812466e9f987ee2a40b15e8,israel,6,15,1,False,True
10316862.0,e8a6ff94998549f38da700932a94a760,israel,6,6,1,False,False
10316862.0,e8f559e55f7548449f490c8610f38f8f,israel,6,6,1,False,False
10316862.0,f7a078b5f0364601afdfc451649f4b66,israel,6,11,1,False,True
10316862.0,f8d3b51720cc4d6cb159de0ead83e0f9,israel,6,15,1,False,True
10316862.0,fa94953e800548ba811425dff64b703c,israel,6,1,1,False,True
10374471.0,04d6f78fd1d44218984a0080a5a1db02,climate change,1,1,1,False,False
10374471.0,08ffc66cc712481d8478c630dda233b5,climate change,1,1,1,False,False
10374471.0,0b438850f4e345d8bb906a44ad06cc9f,climate change,1,6,1,False,True
10374471.0,16965c2f38344f5f92ad1d817cf78159,climate change,1,1,1,False,False
10374471.0,1f691d3ba5d0475a9711e6792259bec8,climate change,1,15,0,False,True
10374471.0,2758a561054b4c2aaf599dedb121a1b0,climate change,1,6,1,False,True
10374471.0,5bba90ba7cb940699055c9d5b082f304,climate change,1,15,0,False,True
10374471.0,70c1b7a1d14b446b9645c490c5c54bf3,climate change,1,6,1,False,True
10374471.0,81ab8d26e813445e8bac6914155c5faf,climate change,1,15,1,False,True
10374471.0,8209fc40b4c04f70ad7341c2bf0a0c6a,climate change,1,6,1,False,True
10374471.0,834d7f1493174f6aa6b627621155b655,climate change,1,15,1,False,True
10374471.0,94ebc306ddb049ee8baf166aa885c99d,climate change,1,1,1,False,False
10374471.0,ae78d2bf05fb4a7ab58e5c9d66014bc2,climate change,1,1,1,False,False
10374471.0,b375f22415304d80be1c5e09c75bb47a,climate change,1,11,1,False,True
10374471.0,ba305bcc3fdf4da184fd636db8fc9aae,climate change,1,15,1,False,True
10374471.0,ccfecabd7724453190761be6dc6aff12,climate change,1,15,1,False,True
10374471.0,d55ded8fdf9d42f38a494ccf371c467e,climate change,1,6,1,False,True
10374471.0,dcb7a250e26b4bb7bac6ad2cc96cea36,climate change,1,5,0,True,True
10374471.0,f2b3b3121b4a4ea8a7fd9c8fd984d485,climate change,1,1,1,False,False
10374471.0,f67b84a2895f40b68484b6dc3cfc75e8,climate change,1,1,1,False,False
10374471.0,fb24453554354a9fafb6b21297846def,climate change,1,11,0,False,True
10374471.0,fc64501620504ab98064a0e4f000bc73,climate change,1,15,0,False,True
10449504.0,0d76226f162449f6ab78893853df4c50,climate change,1,12,1,True,True
10449504.0,167535a8e5514c93bf67ca3aec246ac5,climate change,1,6,1,False,True
10449504.0,30b8f018710942a298e8dd943835aea8,climate change,1,15,1,False,True
10449504.0,320a971b59b84b8586ed684519ae3087,climate change,1,1,1,False,False
10449504.0,3342ed8f68664a62a16250d1e1b01712,climate change,1,11,1,False,True
10449504.0,448b2ee4babf4cc8807e6e180bfd94b2,climate change,1,11,1,False,True
10449504.0,4d2a9ebef1ad491f80729833c9a584ab,climate change,1,9,1,True,True
10449504.0,5cf1551846ad4a5188a3e72b26a69275,climate change,1,15,1,False,True
10449504.0,667e64d8c2c64fd88e64c8ae486b0ca7,climate change,1,1,1,False,False
10449504.0,74f196b3e9a94582a32e55b7a99b0c28,climate change,1,15,1,False,True
10449504.0,7bd92d52e01042c0909d1760f0852839,climate change,1,15,1,False,True
10449504.0,8b3aeb8068d64c69b43f71007249ec0f,climate change,1,15,1,False,True
10449504.0,8ff3824eac6d4c61889676c1e8616613,climate change,1,15,1,False,True
10449504.0,9717a61b8c384b23bc040732ad11a4b9,climate change,1,6,1,False,True
10449504.0,973d4154f0a64ea7bc3ccca2a16d6048,climate change,1,1,1,False,False
10449504.0,9bd540fffebd4495aefdc904fe91b19b,climate change,1,1,1,False,False
10449504.0,b4db8787cb1c4fec97c7aaccd1c53849,climate change,1,1,1,False,False
10449504.0,b88db4da9e6c4ac4a00cec620d347246,climate change,1,15,1,False,True
10449504.0,cefbd8e6d5fe4bfc9de4dda7d9a3ae0e,climate change,1,6,1,False,True
10449504.0,d37031628fe44e76a6e869ad8264fcfa,climate change,1,1,1,False,False
10449504.0,f4c09709ca6b47fea138926a3f1b96ba,climate change,1,1,1,False,False
10449504.0,fd43b16f4f04456a8fc65edd9edd0293,climate change,1,15,1,False,True
10507009.0,266285c867cb49a0bce5ba3563ec0909,healthcare,1,9,1,False,True
10507009.0,26f4b853a68c497a938986387c700978,healthcare,1,9,1,False,True
10507009.0,37420ef871d640db9306d28fb9f6a1fe,healthcare,1,9,1,False,True
10507009.0,54499b9ba0984256b229ed5fd417dffe,healthcare,1,6,0,False,True
10507009.0,69287c07a65d4c66bd05aea470c708a9,healthcare,1,1,1,False,False
10507009.0,779563dcdc094c31a18d19c4e5cf18ba,healthcare,1,15,0,False,True
10507009.0,971aa5172e2540959afcc36d05ba9428,healthcare,1,15,1,False,True
10507009.0,a650851428e54d04af9b91aabaff07e8,healthcare,1,15,0,False,True
10507009.0,c56421a6bcf64ce7a9b062262f093ef0,healthcare,1,9,1,False,True
10507009.0,d88e971ebca24e5dbf64598fc530f9bb,healthcare,1,1,1,False,False
10507009.0,fdc998017c594debbb053cae1867432c,healthcare,1,11,1,False,True
10584536.0,01e1200722ea4d4b9dcfbf6d23889b2f,climate change,6,6,1,False,False
10584536.0,0c491465d78e4a75bf80bfb0211e56bc,climate change,6,6,1,False,False
10584536.0,2b14c6e384544bcebd80843ae001b384,climate change,6,1,1,False,True
10584536.0,35759b95b3384d9b9272d318ae73daf6,climate change,6,1,1,False,True
10584536.0,35b9a5b8cccb40a39dc7cbde6264d55d,climate change,6,6,1,False,False
10584536.0,3cd0844ba8d34578afdea0a9155bda92,climate change,6,1,1,False,True
10584536.0,b6b8ce0c2d1846678501fe4130a9e033,climate change,6,1,1,False,True
10584536.0,bff4d9755a82467ab03c3492bf73ee01,climate change,6,15,1,False,True
10584536.0,c6d2e13df1e8446188ea087006b63502,climate change,6,15,1,False,True
10584536.0,ccb86b28d70c4f06b786b79b6dc6781a,climate change,6,1,1,False,True
10705901.0,118756e6e7044989a01e267e8951ea36,education,6,3,1,True,True
10705901.0,19d02b42dd5d4e3db11ebda9f5a6c814,education,6,6,1,False,False
10705901.0,2970c1d818e145e9ac1a72ce75cf9a44,education,6,15,0,False,True
10705901.0,2a2ea5b2fc86403699985b09195c5496,education,6,6,1,False,False
10705901.0,5ca55bda1ac14a229322c570e7bfb80c,education,6,6,1,False,False
10705901.0,635597234e02401b8435275ad032172f,education,6,15,0,False,True
10705901.0,7699c57653bd4249ab0506660098ce4a,education,6,12,1,True,True
10705901.0,7c92ef67b50244888a0d7e8d12bfcbeb,education,6,5,1,True,True
10705901.0,8192434531e54cf2b0942d55049abfd9,education,6,1,1,False,True
10705901.0,9661e18aff25467888dba20573a12a7e,education,6,1,1,False,True
10705901.0,9edab125c8a94b56bedd11e39a647ecc,education,6,1,1,False,True
10705901.0,aebc8a9d2125471687c07f389d816af3,education,6,6,1,False,False
10705901.0,af8a7458ffd34476809e9bc28e13f84f,education,6,9,1,True,True
10705901.0,c40cfa62493b4db4ba5184eab9c080c3,education,6,3,1,True,True
10705901.0,ce75abb1011c42a78167b511aea7ba24,education,6,1,1,False,True
10705901.0,ef0821582b874393bd74a66e39921661,education,6,15,0,False,True
10798463.0,0524751c303a4e3bb9130b8ed697f8bc,climate change,1,1,1,False,False
10798463.0,08573adab48f49aab4b519fe19cb4d95,climate change,1,1,1,False,False
10798463.0,0d9bb1def76843f69a3780a612c45d0e,climate change,1,6,1,False,True
10798463.0,11dc07061a8a4f139c2c3262702c169f,climate change,1,15,1,False,True
10798463.0,1e4910c85d0b46db95fab5244847a84a,climate change,1,6,0,False,True
10798463.0,252e477176624b87b3f133e791b3f097,climate change,1,15,1,False,True
10798463.0,2825b06abdff4569b6f435d38f1d492f,climate change,1,1,1,False,False
10798463.0,28faaf8301134b2eb1db3f160dba9898,climate change,1,11,0,True,True
10798463.0,33649497a95c49b084138827acc569f5,climate change,1,15,1,False,True
10798463.0,3581323400eb489da966678fc9afea33,climate change,1,6,1,False,True
10798463.0,39b4883e47fd4afeb5fa490176a8454d,climate change,1,12,1,False,True
10798463.0,3affa3306c874b8a865d51d28c3856cc,climate change,1,1,1,False,False
10798463.0,3dc135e3983b4994a96ab9d36aecc61e,climate change,1,15,0,False,True
10798463.0,424d2c44b2bb42fabda65e64cf5c0210,climate change,1,1,1,False,False
10798463.0,4538cadc2d7d42c6adb991b13ea1862f,climate change,1,15,1,False,True
10798463.0,47140d6fb68c4ef8ac19a0c39f6bd9a6,climate change,1,1,0,False,False
10798463.0,50c1333ac8fc44c6885912f698101c9a,climate change,1,9,1,False,True
10798463.0,5d177ca84a9c4822880fc5923696b3d6,climate change,1,15,1,False,True
10798463.0,60ea5d64496741569b75488f4e0dc532,climate change,1,1,1,False,False
10798463.0,6248bb669ff74c17b535767c6f924549,climate change,1,1,1,False,False
10798463.0,65106373edab40e09744b5a30f3c4fef,climate change,1,15,0,False,True
10798463.0,6f9d8052ac9e4bb8b83d0b8837d129c5,climate change,1,15,1,False,True
10798463.0,909003468a3846e8978215396263cb92,climate change,1,1,1,False,False
10798463.0,9409aa53514e4da6a18d500bc4fb5610,climate change,1,15,1,False,True
10798463.0,9651c851e9c44bc99b56bd1456eb4ea0,climate change,1,1,1,False,False
10798463.0,9fd274e7d8a34a11aba2b078c994d43a,climate change,1,15,0,False,True
10798463.0,a6b2c3d1d9184c509f2b4490a4c5e24f,climate change,1,6,1,False,True
10798463.0,a706c1def7e448729023a1caffe21bda,climate change,1,1,1,False,False
10798463.0,b351f5658c854808bb751ca88ead4920,climate change,1,1,1,False,False
10798463.0,b39a79b7d8494029a91f427b5a3e54e7,climate change,1,1,1,False,False
10798463.0,b42e8787711d495b9a0c618e3577f034,climate change,1,11,1,True,True
10798463.0,b43348973c4442a2b33b0786cb5d4c7a,climate change,1,1,1,False,False
10798463.0,ba020824271f46209b7fc4f5e7a1e0b0,climate change,1,12,1,False,True
10798463.0,bafa1cdfac4c4385af0d4c81df05b699,climate change,1,1,0,False,False
10798463.0,be329785236f4026b62380ed0e459bb8,climate change,1,6,1,False,True
10798463.0,c443a446ddcf49c9bdb1eafa9ceb4bb1,climate change,1,15,1,False,True
10798463.0,c7375a2e40874e1a86b7c943b653bdc6,climate change,1,1,0,False,False
10798463.0,d667ee76662f42a4b7787079fa30871b,climate change,1,9,0,False,True
10798463.0,da57b4a0b61f4556a417092b1e21b89d,climate change,1,6,1,False,True
10798463.0,e2490f4fbf3d40c894714e669b89409d,climate change,1,1,1,False,False
10798463.0,ef083efe3730477c9e35e047c286b86a,climate change,1,1,0,False,False
10798463.0,f3e5853989ef4e49b91d331bbed61e61,climate change,1,1,1,False,False
10869374.0,015c0cb970cd4fd88b5c3be1a21aedaf,education,1,15,1,False,True
10869374.0,03311adec415423fa2270f563f2443f9,education,1,1,1,False,False
10869374.0,0563fca8c90f493da64986076ef692c2,education,1,1,1,False,False
10869374.0,07c813c6c0af4cd8b3402d754ed4abf1,education,1,1,1,False,False
10869374.0,0bd1c5517caa4725b5edbb08c727e24d,education,1,11,0,False,True
10869374.0,0bf92ca0a1bf473d896fedeb3bcdeefa,education,1,11,1,False,True
10869374.0,0e63eed3f12149d386ff2cb0f78eb455,education,1,15,0,False,True
10869374.0,109c94289f094b4ba9ec5d1bddb3d5a2,education,1,15,1,False,True
10869374.0,18de4447302d4058898dec16f858cabe,education,1,3,1,True,True
10869374.0,1a48dc225dae47fab3e13e54d7133670,education,1,11,1,False,True
10869374.0,1bacfc237d7c4d6d9ff590efc09f23b3,education,1,11,0,False,True
10869374.0,22af4329b6f541059670b4efa62ace12,education,1,1,0,False,False
10869374.0,25d46dc065634dbb8f4b7de0878b756d,education,1,1,1,False,False
10869374.0,25ed363515764457ac9a29db7249108d,education,1,15,1,False,True
10869374.0,275fb404343649b0a7e1fdfb6741904f,education,1,1,1,False,False
10869374.0,2cb2b2ad2e0f410b925057af4203fefa,education,1,15,1,False,True
10869374.0,2dc9b0cd71c04c7c969e4b13922e19c7,education,1,1,1,False,False
10869374.0,33cfd82c49994d4381c486c6374e6449,education,1,15,1,False,True
10869374.0,3415161b635d411ab3ee81bc1255277a,education,1,15,1,False,True
10869374.0,3497eab5f6d8465981d5815fd1e2efd1,education,1,1,1,False,False
10869374.0,35a5a2f15c164c7ca946e07ea71b65aa,education,1,15,1,False,True
10869374.0,3fcfa9618f76475eae0c24688cd1f3dd,education,1,15,1,False,True
10869374.0,40ab4d0ae0c64414a4b7939e50a59d11,education,1,15,1,False,True
10869374.0,430a511b5b734d73a9c49a590f8d1353,education,1,6,1,True,True
10869374.0,43a934bba15b4245b2a376a1f8bbbf63,education,1,15,1,False,True
10869374.0,45889bd51d164c9e8403ac87f70b48aa,education,1,15,0,False,True
10869374.0,47633d288a5144ee9e4616334d83d52d,education,1,15,1,False,True
10869374.0,49dd9347c88244029f9e651a1155099b,education,1,11,1,False,True
10869374.0,4a104a72c9b3486da47e9d6202ae703d,education,1,15,1,False,True
10869374.0,4c324f17585e4277ac4d31d4be52947c,education,1,15,1,False,True
10869374.0,4eae10eb131e464fa55a02493d354c77,education,1,11,1,False,True
10869374.0,4ec68eceea38447e831f4271c80217a2,education,1,11,1,False,True
10869374.0,4fedb488e23f46eb8db3c45119ee360c,education,1,12,1,True,True
10869374.0,5287d86aa67b41c0af945510a7971397,education,1,1,0,False,False
10869374.0,559bc172fddd4320a522f3df69f794dd,education,1,15,1,False,True
10869374.0,561cf4b71ec34dad91e24381e9504a73,education,1,1,0,False,False
10869374.0,573c0094132e4c82abbe167c9c90bc42,education,1,5,1,True,True
10869374.0,59ad32425076422292d6fea167faaafc,education,1,6,0,True,True
10869374.0,5a608f1c90b845e0b5aba16f1aa2595f,education,1,11,1,False,True
10869374.0,5b65e8101b6e4962a3aebc16dc62af9b,education,1,1,0,False,False
10869374.0,605148fae73e485fa7d6031dbf65368f,education,1,15,1,False,True
10869374.0,61b5eb0c7d714151b3cfc0443d5cbdfb,education,1,1,1,False,False
10869374.0,62f0c4c8b4664ca6b90ccc74652d6efb,education,1,15,1,False,True
10869374.0,6f6f8df0286245fe985c99832cb68365,education,1,1,1,False,False
10869374.0,6fac8b3693df41c9ac138543691b3912,education,1,11,1,False,True
10869374.0,738f775f4d9948b886079e6c904a7f66,education,1,15,1,False,True
10869374.0,75fd76be91d14b6ca0507d26c7baa1c0,education,1,11,1,False,True
10869374.0,7842197c5d7e40eca4a96d12ee87efe2,education,1,1,1,False,False
10869374.0,7c66dde247df4db58ad509faeab2aaf9,education,1,1,1,False,False
10869374.0,7cc5efb46de3448b8e520eccdb2cc388,education,1,1,1,False,False
10869374.0,7cf7ea12a2e846eea7d3d11e7b7ab42b,education,1,1,1,False,False
10869374.0,801d09558c6c4ff2b3edec337b82a4a2,education,1,15,1,False,True
10869374.0,80af50d700ff41049d0c0c252f63de04,education,1,11,1,False,True
10869374.0,832a59428b434807895a1ba0c043b580,education,1,15,1,False,True
10869374.0,85e33d377ada4178b71806bc69c13314,education,1,15,1,False,True
10869374.0,86a3628f877041dbad140a94dfd59caa,education,1,11,1,False,True
10869374.0,893893194ebd4081ac8c4ad86be89708,education,1,1,1,False,False
10869374.0,8f73fab4c7a84fa6b89bb8111693ee26,education,1,15,0,False,True
10869374.0,912571aa287b4d8bb65e6d9fef21b554,education,1,1,1,False,False
10869374.0,936ef9dbca6a4d7caff1b5ce36cae221,education,1,1,1,False,False
10869374.0,97e44509674241b8baafba7dd36fc935,education,1,15,1,False,True
10869374.0,9b927e144ae347e290f6dbe05fdd3e5f,education,1,15,1,False,True
10869374.0,9eb426bbbacc41fd87b95e5d398d0170,education,1,15,1,False,True
10869374.0,9ed04f2883924a36843a42fa5ac0a25b,education,1,1,1,False,False
10869374.0,a1450c52ee074b57895d738fd9b3576f,education,1,11,1,False,True
10869374.0,a49c3bd6f6d640e184c966e305979455,education,1,15,1,False,True
10869374.0,ac258f7c4f864af382d7936846e1c287,education,1,1,1,False,False
10869374.0,acc8dfbb4e2144698388dc1f74386ec8,education,1,1,1,False,False
10869374.0,aebbbef03486488ca167f5fc9800d603,education,1,15,1,False,True
10869374.0,b6842ae96b85449892e132323953708c,education,1,15,1,False,True
10869374.0,b70267f6cbca4e0b87a5ac2f0504abad,education,1,1,1,False,False
10869374.0,b92fd89033ee419d858270e032733901,education,1,15,1,False,True
10869374.0,b9cde3e960ea460c8bd1dc6ec513ea7e,education,1,1,1,False,False
10869374.0,ba88901515674d75b15566482619d8f5,education,1,15,1,False,True
10869374.0,bdd35bcfe65747ffa46a63b4a3e9f587,education,1,15,1,False,True
10869374.0,be37dfe0de1a4a0d833d4c31f011c8c7,education,1,15,1,False,True
10869374.0,bffde80b70cf4942b7cad2ae5b0aae64,education,1,15,1,False,True
10869374.0,c2f7d85c75444369b6c775f540c0d77f,education,1,15,1,False,True
10869374.0,c4663cfa18ec4002b1885c3b79c803ab,education,1,1,1,False,False
10869374.0,c56c3e1dcfe74295b314dae2aaad0a69,education,1,1,1,False,False
10869374.0,c602d14c3c8d4fab96c55ab5329725c0,education,1,1,1,False,False
10869374.0,ca9a7ee8e7f64ba6bc46895767e161d7,education,1,1,1,False,False
